external_id	external_url	q
2178-3748	https://doaj.org/toc/2178-3748	Q50815721
2178-4582	https://doaj.org/toc/2178-4582	Q50815720
2178-4884	https://doaj.org/toc/2178-4884	Q50815719
2178-5198	https://doaj.org/toc/2178-5198	Q50810845
2178-5880	https://doaj.org/toc/2178-5880	Q50810844
2178-602X	https://doaj.org/toc/2178-602X	Q50815718
2178-6259	https://doaj.org/toc/2178-6259	Q50815717
2178-6267	https://doaj.org/toc/2178-6267	Q50815716
2178-6283	https://doaj.org/toc/2178-6283	Q50815715
2178-7638	https://doaj.org/toc/2178-7638	Q50815714
2178-7689	https://doaj.org/toc/2178-7689	Q50810843
2178-7719	https://doaj.org/toc/2178-7719	Q50815713
2178-8332	https://doaj.org/toc/2178-8332	Q50810841
2178-8839	https://doaj.org/toc/2178-8839	Q50815712
2178-9010	https://doaj.org/toc/2178-9010	Q50815710
2178-9061	https://doaj.org/toc/2178-9061	Q50810840
2178-9770	https://doaj.org/toc/2178-9770	Q50815836
2179-0019	https://doaj.org/toc/2179-0019	Q50810839
2179-0612	https://doaj.org/toc/2179-0612	Q50815835
2179-1074	https://doaj.org/toc/2179-1074	Q50815833
2179-1465	https://doaj.org/toc/2179-1465	Q50815832
2179-1902	https://doaj.org/toc/2179-1902	Q50815831
2179-2739	https://doaj.org/toc/2179-2739	Q50815830
2179-345X	https://doaj.org/toc/2179-345X	Q50810838
2179-3514	https://doaj.org/toc/2179-3514	Q50815828
2179-3565	https://doaj.org/toc/2179-3565	Q50815827
2179-426X	https://doaj.org/toc/2179-426X	Q50815826
2179-4456	https://doaj.org/toc/2179-4456	Q50815825
2179-474X	https://doaj.org/toc/2179-474X	Q50815824
2179-4960	https://doaj.org/toc/2179-4960	Q50810837
2179-5037	https://doaj.org/toc/2179-5037	Q50810836
2179-5746	https://doaj.org/toc/2179-5746	Q50815821
2179-5800	https://doaj.org/toc/2179-5800	Q50815820
2179-703X	https://doaj.org/toc/2179-703X	Q50815819
2179-7064	https://doaj.org/toc/2179-7064	Q50810833
2179-7331	https://doaj.org/toc/2179-7331	Q50815818
2179-7692	https://doaj.org/toc/2179-7692	Q50810831
2179-8095	https://doaj.org/toc/2179-8095	Q50810830
2179-8338	https://doaj.org/toc/2179-8338	Q50810829
2179-8435	https://doaj.org/toc/2179-8435	Q50815816
2179-8966	https://doaj.org/toc/2179-8966	Q50810828
2179-9571	https://doaj.org/toc/2179-9571	Q50815815
2179-975X	https://doaj.org/toc/2179-975X	Q50815813
2180-1053	https://doaj.org/toc/2180-1053	Q50810827
2180-2726	https://doaj.org/toc/2180-2726	Q50810826
2182-1054	https://doaj.org/toc/2182-1054	Q50815812
2182-1097	https://doaj.org/toc/2182-1097	Q50810825
2182-1267	https://doaj.org/toc/2182-1267	Q50815810
2182-1372	https://doaj.org/toc/2182-1372	Q50815809
2182-2069	https://doaj.org/toc/2182-2069	Q50806952
2182-2360	https://doaj.org/toc/2182-2360	Q50810824
2182-4339	https://doaj.org/toc/2182-4339	Q50815808
2182-438X	https://doaj.org/toc/2182-438X	Q50815807
2182-5580	https://doaj.org/toc/2182-5580	Q50815806
2182-6951	https://doaj.org/toc/2182-6951	Q50810823
2182-7796	https://doaj.org/toc/2182-7796	Q50810822
2182-8539	https://doaj.org/toc/2182-8539	Q50810821
2182-8547	https://doaj.org/toc/2182-8547	Q50810820
2182-8830	https://doaj.org/toc/2182-8830	Q50815805
2182-9535	https://doaj.org/toc/2182-9535	Q50815804
2182-9543	https://doaj.org/toc/2182-9543	Q50815803
2183-1335	https://doaj.org/toc/2183-1335	Q50815801
2183-1750	https://doaj.org/toc/2183-1750	Q50815800
2183-1912	https://doaj.org/toc/2183-1912	Q50815799
2183-2234	https://doaj.org/toc/2183-2234	Q50815798
2183-2463	https://doaj.org/toc/2183-2463	Q50815797
2183-2803	https://doaj.org/toc/2183-2803	Q50815796
2183-3311	https://doaj.org/toc/2183-3311	Q50815794
2183-380X	https://doaj.org/toc/2183-380X	Q50810819
2183-3869	https://doaj.org/toc/2183-3869	Q50810818
2183-4938	https://doaj.org/toc/2183-4938	Q50815792
2183-6396	https://doaj.org/toc/2183-6396	Q50810817
2183-6663	https://doaj.org/toc/2183-6663	Q50815791
2183-7635	https://doaj.org/toc/2183-7635	Q50815790
2183-802X	https://doaj.org/toc/2183-802X	Q50815788
2183-8135	https://doaj.org/toc/2183-8135	Q50810816
2185-3762	https://doaj.org/toc/2185-3762	Q50815787
2186-8662	https://doaj.org/toc/2186-8662	Q50815786
2187-0594	https://doaj.org/toc/2187-0594	Q50815785
2187-0608	https://doaj.org/toc/2187-0608	Q50815783
2187-0764	https://doaj.org/toc/2187-0764	Q50815782
2187-4905	https://doaj.org/toc/2187-4905	Q50815781
2189-7247	https://doaj.org/toc/2189-7247	Q50810814
2189-7948	https://doaj.org/toc/2189-7948	Q50815780
2190-0582	https://doaj.org/toc/2190-0582	Q50810813
2190-3328	https://doaj.org/toc/2190-3328	Q2124223
2190-6335	https://doaj.org/toc/2190-6335	Q50810812
2190-6807	https://doaj.org/toc/2190-6807	Q50810811
2191-6411	https://doaj.org/toc/2191-6411	Q50810810
2191-8236	https://doaj.org/toc/2191-8236	Q50815779
2192-1121	https://doaj.org/toc/2192-1121	Q50815778
2192-113X	https://doaj.org/toc/2192-113X	Q50815777
2192-1962	https://doaj.org/toc/2192-1962	Q50815775
2192-2608	https://doaj.org/toc/2192-2608	Q50815774
2192-4457	https://doaj.org/toc/2192-4457	Q50810809
2192-4880	https://doaj.org/toc/2192-4880	Q50810808
2192-5372	https://doaj.org/toc/2192-5372	Q50816101
2192-7081	https://doaj.org/toc/2192-7081	Q50810807
2193-0856	https://doaj.org/toc/2193-0856	Q50810806
2193-3472	https://doaj.org/toc/2193-3472	Q50816100
2193-4169	https://doaj.org/toc/2193-4169	Q50810804
2193-5343	https://doaj.org/toc/2193-5343	Q50810803
2193-6536	https://doaj.org/toc/2193-6536	Q26842826
2193-7052	https://doaj.org/toc/2193-7052	Q50816099
2193-7281	https://doaj.org/toc/2193-7281	Q50816098
2193-7532	https://doaj.org/toc/2193-7532	Q50816096
2193-8636	https://doaj.org/toc/2193-8636	Q50816095
2193-9012	https://doaj.org/toc/2193-9012	Q50816094
2194-3907	https://doaj.org/toc/2194-3907	Q50807076
2194-6434	https://doaj.org/toc/2194-6434	Q50816093
2194-6825	https://doaj.org/toc/2194-6825	Q50807083
2194-8305	https://doaj.org/toc/2194-8305	Q50810802
2194-8771	https://doaj.org/toc/2194-8771	Q50807094
2194-9042	https://doaj.org/toc/2194-9042	Q50810801
2195-0008	https://doaj.org/toc/2195-0008	Q50816092
2195-1721	https://doaj.org/toc/2195-1721	Q50816090
2195-2116	https://doaj.org/toc/2195-2116	Q50816089
2195-2701	https://doaj.org/toc/2195-2701	Q50816088
2195-3228	https://doaj.org/toc/2195-3228	Q50807103
2195-3325	https://doaj.org/toc/2195-3325	Q50816087
2195-4194	https://doaj.org/toc/2195-4194	Q50810800
2195-4372	https://doaj.org/toc/2195-4372	Q50810907
2195-4496	https://doaj.org/toc/2195-4496	Q50810906
2195-4771	https://doaj.org/toc/2195-4771	Q50810905
2195-5212	https://doaj.org/toc/2195-5212	Q50816086
2195-5468	https://doaj.org/toc/2195-5468	Q50816085
2195-576X	https://doaj.org/toc/2195-576X	Q50810904
2195-8831	https://doaj.org/toc/2195-8831	Q50816167
2195-9706	https://doaj.org/toc/2195-9706	Q50816083
2196-064X	https://doaj.org/toc/2196-064X	Q50816082
2196-0739	https://doaj.org/toc/2196-0739	Q50816081
2196-0763	https://doaj.org/toc/2196-0763	Q50816080
2196-1107	https://doaj.org/toc/2196-1107	Q50816079
2196-1166	https://doaj.org/toc/2196-1166	Q50816077
2196-2804	https://doaj.org/toc/2196-2804	Q50816076
2196-288X	https://doaj.org/toc/2196-288X	Q25419727
2196-3258	https://doaj.org/toc/2196-3258	Q50816075
2196-4092	https://doaj.org/toc/2196-4092	Q50816072
2196-419X	https://doaj.org/toc/2196-419X	Q50816073
2196-4351	https://doaj.org/toc/2196-4351	Q50816070
2196-4807	https://doaj.org/toc/2196-4807	Q50816069
2196-5420	https://doaj.org/toc/2196-5420	Q50816068
2196-5633	https://doaj.org/toc/2196-5633	Q50816067
2196-5641	https://doaj.org/toc/2196-5641	Q50816066
2196-629X	https://doaj.org/toc/2196-629X	Q50810903
2196-7091	https://doaj.org/toc/2196-7091	Q50816065
2196-7822	https://doaj.org/toc/2196-7822	Q50816063
2196-839X	https://doaj.org/toc/2196-839X	Q50816062
2196-873X	https://doaj.org/toc/2196-873X	Q50816061
2196-8888	https://doaj.org/toc/2196-8888	Q50810902
2196-9663	https://doaj.org/toc/2196-9663	Q50816060
2197-4225	https://doaj.org/toc/2197-4225	Q50816059
2197-4284	https://doaj.org/toc/2197-4284	Q50816057
2197-4314	https://doaj.org/toc/2197-4314	Q50816056
2197-5248	https://doaj.org/toc/2197-5248	Q50816055
2197-649X	https://doaj.org/toc/2197-649X	Q50816053
2197-6678	https://doaj.org/toc/2197-6678	Q50816052
2197-6775	https://doaj.org/toc/2197-6775	Q50816051
2197-7909	https://doaj.org/toc/2197-7909	Q50816050
2197-8581	https://doaj.org/toc/2197-8581	Q50816049
2197-8638	https://doaj.org/toc/2197-8638	Q50807113
2197-8670	https://doaj.org/toc/2197-8670	Q50816048
2197-9847	https://doaj.org/toc/2197-9847	Q50816047
2198-0306	https://doaj.org/toc/2198-0306	Q50816046
2198-0802	https://doaj.org/toc/2198-0802	Q50816045
2198-2635	https://doaj.org/toc/2198-2635	Q50816043
2198-2791	https://doaj.org/toc/2198-2791	Q50816166
2198-3534	https://doaj.org/toc/2198-3534	Q50816164
2198-4115	https://doaj.org/toc/2198-4115	Q50816163
2198-4999	https://doaj.org/toc/2198-4999	Q50816162
2198-5944	https://doaj.org/toc/2198-5944	Q50816161
2198-994X	https://doaj.org/toc/2198-994X	Q50816160
2199-1197	https://doaj.org/toc/2199-1197	Q50816159
2199-2002	https://doaj.org/toc/2199-2002	Q50816157
2199-2754	https://doaj.org/toc/2199-2754	Q50816156
2199-3408	https://doaj.org/toc/2199-3408	Q50816155
2199-3971	https://doaj.org/toc/2199-3971	Q50810901
2199-4730	https://doaj.org/toc/2199-4730	Q50816154
2199-6504	https://doaj.org/toc/2199-6504	Q50816152
2199-6687	https://doaj.org/toc/2199-6687	Q50810900
2199-8531	https://doaj.org/toc/2199-8531	Q50816151
2199-8981	https://doaj.org/toc/2199-8981	Q50810899
2200-3592	https://doaj.org/toc/2200-3592	Q50807121
2200-4904	https://doaj.org/toc/2200-4904	Q50810898
2201-1919	https://doaj.org/toc/2201-1919	Q50816150
2201-5655	https://doaj.org/toc/2201-5655	Q50816149
2201-7208	https://doaj.org/toc/2201-7208	Q50816148
2201-7275	https://doaj.org/toc/2201-7275	Q50816147
2202-5677	https://doaj.org/toc/2202-5677	Q50816146
2202-6169	https://doaj.org/toc/2202-6169	Q50816145
2202-7998	https://doaj.org/toc/2202-7998	Q50810897
2202-9451	https://doaj.org/toc/2202-9451	Q50816144
2202-946X	https://doaj.org/toc/2202-946X	Q50816140
2202-9478	https://doaj.org/toc/2202-9478	Q50816142
2203-1413	https://doaj.org/toc/2203-1413	Q50816141
2203-2908	https://doaj.org/toc/2203-2908	Q50816139
2203-4692	https://doaj.org/toc/2203-4692	Q50816138
2203-4714	https://doaj.org/toc/2203-4714	Q50816137
2203-5826	https://doaj.org/toc/2203-5826	Q50816134
2203-6156	https://doaj.org/toc/2203-6156	Q50816133
2203-7543	https://doaj.org/toc/2203-7543	Q50816131
2204-2482	https://doaj.org/toc/2204-2482	Q50807132
2204-2504	https://doaj.org/toc/2204-2504	Q50816130
2204-9029	https://doaj.org/toc/2204-9029	Q50816129
2205-0795	https://doaj.org/toc/2205-0795	Q50816126
2205-3166	https://doaj.org/toc/2205-3166	Q50816125
2205-5258	https://doaj.org/toc/2205-5258	Q50810896
2205-5975	https://doaj.org/toc/2205-5975	Q50816124
2206-0596	https://doaj.org/toc/2206-0596	Q50816123
2207-1415	https://doaj.org/toc/2207-1415	Q50816122
2207-3744	https://doaj.org/toc/2207-3744	Q50816120
2210-8327	https://doaj.org/toc/2210-8327	Q50816118
2210-8491	https://doaj.org/toc/2210-8491	Q50810895
2211-0879	https://doaj.org/toc/2211-0879	Q50816117
2211-3797	https://doaj.org/toc/2211-3797	Q50816116
2211-419X	https://doaj.org/toc/2211-419X	Q50816115
2211-5242	https://doaj.org/toc/2211-5242	Q50816113
2211-6249	https://doaj.org/toc/2211-6249	Q50807146
2211-7946	https://doaj.org/toc/2211-7946	Q50816112
2212-0947	https://doaj.org/toc/2212-0947	Q50816111
2212-0963	https://doaj.org/toc/2212-0963	Q50816110
2212-0971	https://doaj.org/toc/2212-0971	Q50816109
2212-1374	https://doaj.org/toc/2212-1374	Q26842683
2212-3202	https://doaj.org/toc/2212-3202	Q50807141
2212-3717	https://doaj.org/toc/2212-3717	Q50816108
2212-540X	https://doaj.org/toc/2212-540X	Q50816107
2212-5884	https://doaj.org/toc/2212-5884	Q50807154
2212-6252	https://doaj.org/toc/2212-6252	Q50816106
2212-6821	https://doaj.org/toc/2212-6821	Q50816231
2212-9774	https://doaj.org/toc/2212-9774	Q50807165
2212-9790	https://doaj.org/toc/2212-9790	Q50810894
2213-0209	https://doaj.org/toc/2213-0209	Q50816230
2213-0969	https://doaj.org/toc/2213-0969	Q50816229
2213-302X	https://doaj.org/toc/2213-302X	Q50810893
2213-3070	https://doaj.org/toc/2213-3070	Q50810892
2213-4220	https://doaj.org/toc/2213-4220	Q50810891
2213-4530	https://doaj.org/toc/2213-4530	Q50816228
2213-5316	https://doaj.org/toc/2213-5316	Q50816226
2213-7459	https://doaj.org/toc/2213-7459	Q50816225
2213-7653	https://doaj.org/toc/2213-7653	Q50816224
2213-9567	https://doaj.org/toc/2213-9567	Q50816223
2213-9621	https://doaj.org/toc/2213-9621	Q50816222
2214-0085	https://doaj.org/toc/2214-0085	Q50816221
2214-1324	https://doaj.org/toc/2214-1324	Q50807174
2214-1391	https://doaj.org/toc/2214-1391	Q50816220
2214-157X	https://doaj.org/toc/2214-157X	Q50816219
2214-191X	https://doaj.org/toc/2214-191X	Q50810890
2214-3173	https://doaj.org/toc/2214-3173	Q50816218
2214-3882	https://doaj.org/toc/2214-3882	Q50807185
2214-4234	https://doaj.org/toc/2214-4234	Q50816217
2214-4625	https://doaj.org/toc/2214-4625	Q50816212
2214-5095	https://doaj.org/toc/2214-5095	Q50816215
2214-5419	https://doaj.org/toc/2214-5419	Q50816211
2214-5818	https://doaj.org/toc/2214-5818	Q50816210
2214-594X	https://doaj.org/toc/2214-594X	Q50816208
2214-6571	https://doaj.org/toc/2214-6571	Q50816207
2214-6636	https://doaj.org/toc/2214-6636	Q50816206
2214-6873	https://doaj.org/toc/2214-6873	Q50816205
2214-7160	https://doaj.org/toc/2214-7160	Q50816203
2214-8450	https://doaj.org/toc/2214-8450	Q50810889
2214-854X	https://doaj.org/toc/2214-854X	Q50816202
2214-9147	https://doaj.org/toc/2214-9147	Q50816204
2214-9910	https://doaj.org/toc/2214-9910	Q50810888
2215-0986	https://doaj.org/toc/2215-0986	Q50816201
2215-1222	https://doaj.org/toc/2215-1222	Q50810887
2215-2253	https://doaj.org/toc/2215-2253	Q50810886
2215-2741	https://doaj.org/toc/2215-2741	Q50816200
2215-275X	https://doaj.org/toc/2215-275X	Q50816196
2215-2989	https://doaj.org/toc/2215-2989	Q50810885
2215-3292	https://doaj.org/toc/2215-3292	Q50810884
2215-3373	https://doaj.org/toc/2215-3373	Q50816195
2215-342X	https://doaj.org/toc/2215-342X	Q50810883
2215-4507	https://doaj.org/toc/2215-4507	Q50816194
2215-910X	https://doaj.org/toc/2215-910X	Q50810882
2215-9312	https://doaj.org/toc/2215-9312	Q50816193
2216-0159	https://doaj.org/toc/2216-0159	Q50810881
2216-0353	https://doaj.org/toc/2216-0353	Q50810880
2216-0973	https://doaj.org/toc/2216-0973	Q50810879
2216-1201	https://doaj.org/toc/2216-1201	Q50816192
2217-2521	https://doaj.org/toc/2217-2521	Q15750616
2217-379X	https://doaj.org/toc/2217-379X	Q50810878
2217-4257	https://doaj.org/toc/2217-4257	Q50816191
2217-4478	https://doaj.org/toc/2217-4478	Q50810877
2217-5369	https://doaj.org/toc/2217-5369	Q50810876
2217-7337	https://doaj.org/toc/2217-7337	Q50810875
2217-8139	https://doaj.org/toc/2217-8139	Q50810874
2217-8309	https://doaj.org/toc/2217-8309	Q50810873
2217-8961	https://doaj.org/toc/2217-8961	Q50810871
2217-902X	https://doaj.org/toc/2217-902X	Q50810870
2217-9666	https://doaj.org/toc/2217-9666	Q50810869
2217-9739	https://doaj.org/toc/2217-9739	Q50810868
2217-995X	https://doaj.org/toc/2217-995X	Q50810867
2218-1997	https://doaj.org/toc/2218-1997	Q50816190
2218-2705	https://doaj.org/toc/2218-2705	Q50810866
2218-3639	https://doaj.org/toc/2218-3639	Q50816189
2218-4384	https://doaj.org/toc/2218-4384	Q50816188
2218-6050	https://doaj.org/toc/2218-6050	Q26842040
2218-6581	https://doaj.org/toc/2218-6581	Q50810865
2219-5467	https://doaj.org/toc/2219-5467	Q50816186
2219-6838	https://doaj.org/toc/2219-6838	Q50816185
2219-6994	https://doaj.org/toc/2219-6994	Q50810864
2219-8229	https://doaj.org/toc/2219-8229	Q50810863
2219-8342	https://doaj.org/toc/2219-8342	Q50810862
2219-8857	https://doaj.org/toc/2219-8857	Q50816184
2220-3796	https://doaj.org/toc/2220-3796	Q50816183
2220-5772	https://doaj.org/toc/2220-5772	Q50816288
2220-6140	https://doaj.org/toc/2220-6140	Q50816181
2220-721X	https://doaj.org/toc/2220-721X	Q50816180
2220-7333	https://doaj.org/toc/2220-7333	Q50816179
2220-7619	https://doaj.org/toc/2220-7619	Q50810861
2220-8879	https://doaj.org/toc/2220-8879	Q50806972
2220-9212	https://doaj.org/toc/2220-9212	Q50816178
2220-9352	https://doaj.org/toc/2220-9352	Q50810860
2220-9506	https://doaj.org/toc/2220-9506	Q50810859
2221-1152	https://doaj.org/toc/2221-1152	Q50816175
2221-1527	https://doaj.org/toc/2221-1527	Q50810858
2221-2434	https://doaj.org/toc/2221-2434	Q50816174
2221-2590	https://doaj.org/toc/2221-2590	Q50816173
2221-2698	https://doaj.org/toc/2221-2698	Q50810857
2221-3279	https://doaj.org/toc/2221-3279	Q50810958
2221-5948	https://doaj.org/toc/2221-5948	Q50810957
2221-6189	https://doaj.org/toc/2221-6189	Q50810956
2221-6529	https://doaj.org/toc/2221-6529	Q50806988
2221-8785	https://doaj.org/toc/2221-8785	Q50810955
2222-0712	https://doaj.org/toc/2222-0712	Q50810954
2222-081X	https://doaj.org/toc/2222-081X	Q50816172
2222-1468	https://doaj.org/toc/2222-1468	Q50810953
2222-2332	https://doaj.org/toc/2222-2332	Q50810952
2222-2693	https://doaj.org/toc/2222-2693	Q50810951
2222-4203	https://doaj.org/toc/2222-4203	Q50810950
2222-5196	https://doaj.org/toc/2222-5196	Q50810949
2222-5501	https://doaj.org/toc/2222-5501	Q50810948
2222-551X	https://doaj.org/toc/2222-551X	Q50810947
2222-6931	https://doaj.org/toc/2222-6931	Q50816171
2222-8586	https://doaj.org/toc/2222-8586	Q50810946
2222-8721	https://doaj.org/toc/2222-8721	Q50810945
2222-8896	https://doaj.org/toc/2222-8896	Q50810944
2223-0386	https://doaj.org/toc/2223-0386	Q50810943
2223-1773	https://doaj.org/toc/2223-1773	Q50816287
2223-2516	https://doaj.org/toc/2223-2516	Q50816286
2223-4721	https://doaj.org/toc/2223-4721	Q50810942
2223-506X	https://doaj.org/toc/2223-506X	Q50816285
2223-5329	https://doaj.org/toc/2223-5329	Q50810941
2223-6686	https://doaj.org/toc/2223-6686	Q50810940
2223-7038	https://doaj.org/toc/2223-7038	Q50810939
2223-7674	https://doaj.org/toc/2223-7674	Q50810938
2223-7690	https://doaj.org/toc/2223-7690	Q50810937
2223-814X	https://doaj.org/toc/2223-814X	Q50816283
2223-8174	https://doaj.org/toc/2223-8174	Q50810936
2223-859X	https://doaj.org/toc/2223-859X	Q50816282
2223-9022	https://doaj.org/toc/2223-9022	Q50810935
2223-9170	https://doaj.org/toc/2223-9170	Q50810934
2223-9375	https://doaj.org/toc/2223-9375	Q50810933
2223-957X	https://doaj.org/toc/2223-957X	Q50816281
2224-0551	https://doaj.org/toc/2224-0551	Q50810932
2224-0616	https://doaj.org/toc/2224-0616	Q50816280
2224-0721	https://doaj.org/toc/2224-0721	Q50810931
2224-1507	https://doaj.org/toc/2224-1507	Q50810930
2224-2643	https://doaj.org/toc/2224-2643	Q50816279
2224-2708	https://doaj.org/toc/2224-2708	Q50816278
2224-4255	https://doaj.org/toc/2224-4255	Q50816277
2224-4263	https://doaj.org/toc/2224-4263	Q50810929
2225-1146	https://doaj.org/toc/2225-1146	Q50816276
2225-1154	https://doaj.org/toc/2225-1154	Q50810928
2225-4676	https://doaj.org/toc/2225-4676	Q50816275
2225-5486	https://doaj.org/toc/2225-5486	Q50810927
2225-5648	https://doaj.org/toc/2225-5648	Q50810926
2225-5818	https://doaj.org/toc/2225-5818	Q50810925
2225-6733	https://doaj.org/toc/2225-6733	Q50810924
2225-7136	https://doaj.org/toc/2225-7136	Q50810923
2226-1184	https://doaj.org/toc/2226-1184	Q50810922
2226-1494	https://doaj.org/toc/2226-1494	Q50810921
2226-3063	https://doaj.org/toc/2226-3063	Q50810919
2226-3780	https://doaj.org/toc/2226-3780	Q50810918
2226-4108	https://doaj.org/toc/2226-4108	Q50810917
2226-4310	https://doaj.org/toc/2226-4310	Q50816273
2226-471X	https://doaj.org/toc/2226-471X	Q50816272
2226-5260	https://doaj.org/toc/2226-5260	Q50810916
2226-5538	https://doaj.org/toc/2226-5538	Q1943831
2226-5856	https://doaj.org/toc/2226-5856	Q50810915
2226-6143	https://doaj.org/toc/2226-6143	Q50816271
2226-6704	https://doaj.org/toc/2226-6704	Q50810914
2226-6739	https://doaj.org/toc/2226-6739	Q50810913
2226-910X	https://doaj.org/toc/2226-910X	Q50810912
2226-9231	https://doaj.org/toc/2226-9231	Q50810911
2226-9339	https://doaj.org/toc/2226-9339	Q50816270
2227-1031	https://doaj.org/toc/2227-1031	Q50810910
2227-2895	https://doaj.org/toc/2227-2895	Q50810909
2227-2917	https://doaj.org/toc/2227-2917	Q50810908
2227-2925	https://doaj.org/toc/2227-2925	Q50811009
2227-5304	https://doaj.org/toc/2227-5304	Q50816269
2227-6068	https://doaj.org/toc/2227-6068	Q50816268
2227-6394	https://doaj.org/toc/2227-6394	Q50811008
2227-6688	https://doaj.org/toc/2227-6688	Q50807206
2227-7072	https://doaj.org/toc/2227-7072	Q50811007
2227-7099	https://doaj.org/toc/2227-7099	Q50807212
2227-7102	https://doaj.org/toc/2227-7102	Q50811006
2227-7242	https://doaj.org/toc/2227-7242	Q50811005
2227-7390	https://doaj.org/toc/2227-7390	Q50816266
2227-9059	https://doaj.org/toc/2227-9059	Q50816265
2228-0596	https://doaj.org/toc/2228-0596	Q50816264
2228-2009	https://doaj.org/toc/2228-2009	Q20529522
2228-5105	https://doaj.org/toc/2228-5105	Q50811004
2228-5210	https://doaj.org/toc/2228-5210	Q50811003
2228-5253	https://doaj.org/toc/2228-5253	Q50811002
2228-5741	https://doaj.org/toc/2228-5741	Q50811001
2228-5970	https://doaj.org/toc/2228-5970	Q50807220
2228-6225	https://doaj.org/toc/2228-6225	Q50807228
2228-6403	https://doaj.org/toc/2228-6403	Q50816263
2228-6780	https://doaj.org/toc/2228-6780	Q50811000
2228-6829	https://doaj.org/toc/2228-6829	Q50810999
2228-7019	https://doaj.org/toc/2228-7019	Q15753435
2228-7094	https://doaj.org/toc/2228-7094	Q50816262
2228-7280	https://doaj.org/toc/2228-7280	Q50810998
2228-7469	https://doaj.org/toc/2228-7469	Q50816261
2228-7566	https://doaj.org/toc/2228-7566	Q50807238
2228-7604	https://doaj.org/toc/2228-7604	Q50810997
2228-7647	https://doaj.org/toc/2228-7647	Q50810996
2228-7698	https://doaj.org/toc/2228-7698	Q50810995
2229-8649	https://doaj.org/toc/2229-8649	Q50810994
2229-8940	https://doaj.org/toc/2229-8940	Q50807251
2229-9769	https://doaj.org/toc/2229-9769	Q50807257
2230-2026	https://doaj.org/toc/2230-2026	Q50816259
2230-326X	https://doaj.org/toc/2230-326X	Q50816258
2230-4398	https://doaj.org/toc/2230-4398	Q50816257
2230-6161	https://doaj.org/toc/2230-6161	Q50816256
2231-1696	https://doaj.org/toc/2231-1696	Q50810993
2231-2870	https://doaj.org/toc/2231-2870	Q50810992
2231-4261	https://doaj.org/toc/2231-4261	Q50810991
2231-4822	https://doaj.org/toc/2231-4822	Q50816255
2231-6140	https://doaj.org/toc/2231-6140	Q50810990
2231-9409	https://doaj.org/toc/2231-9409	Q50810989
2232-0474	https://doaj.org/toc/2232-0474	Q50810988
2232-1314	https://doaj.org/toc/2232-1314	Q50810987
2232-1802	https://doaj.org/toc/2232-1802	Q50810986
2232-2620	https://doaj.org/toc/2232-2620	Q50810985
2232-3317	https://doaj.org/toc/2232-3317	Q50816254
2232-4968	https://doaj.org/toc/2232-4968	Q50816253
2232-5107	https://doaj.org/toc/2232-5107	Q50810984
2232-5131	https://doaj.org/toc/2232-5131	Q50810983
2232-5204	https://doaj.org/toc/2232-5204	Q50810982
2232-5867	https://doaj.org/toc/2232-5867	Q50810981
2232-7576	https://doaj.org/toc/2232-7576	Q50810980
2232-8211	https://doaj.org/toc/2232-8211	Q50810979
2232-9641	https://doaj.org/toc/2232-9641	Q50810978
2232-9935	https://doaj.org/toc/2232-9935	Q50810976
2233-1999	https://doaj.org/toc/2233-1999	Q50816350
2233-4165	https://doaj.org/toc/2233-4165	Q50810975
2233-4203	https://doaj.org/toc/2233-4203	Q50810974
2234-0068	https://doaj.org/toc/2234-0068	Q50810973
2234-3040	https://doaj.org/toc/2234-3040	Q50810972
2234-8409	https://doaj.org/toc/2234-8409	Q50810971
2234-8972	https://doaj.org/toc/2234-8972	Q50816252
2235-042X	https://doaj.org/toc/2235-042X	Q50816251
2235-4956	https://doaj.org/toc/2235-4956	Q50816249
2235-9370	https://doaj.org/toc/2235-9370	Q50810970
2236-0514	https://doaj.org/toc/2236-0514	Q50810969
2236-0603	https://doaj.org/toc/2236-0603	Q50816248
2236-0867	https://doaj.org/toc/2236-0867	Q50816247
2236-0972	https://doaj.org/toc/2236-0972	Q50816246
2236-1308	https://doaj.org/toc/2236-1308	Q50816245
2236-1367	https://doaj.org/toc/2236-1367	Q50810968
2236-210X	https://doaj.org/toc/2236-210X	Q50816244
2236-2592	https://doaj.org/toc/2236-2592	Q50816242
2236-269X	https://doaj.org/toc/2236-269X	Q50816241
2236-2983	https://doaj.org/toc/2236-2983	Q50810967
2236-3165	https://doaj.org/toc/2236-3165	Q50816240
2236-3637	https://doaj.org/toc/2236-3637	Q50816239
2236-3777	https://doaj.org/toc/2236-3777	Q50816238
2236-3785	https://doaj.org/toc/2236-3785	Q50816237
2236-3904	https://doaj.org/toc/2236-3904	Q50816236
2236-4013	https://doaj.org/toc/2236-4013	Q50816235
2236-417X	https://doaj.org/toc/2236-417X	Q50816234
2236-4633	https://doaj.org/toc/2236-4633	Q50816349
2236-4781	https://doaj.org/toc/2236-4781	Q50810966
2236-479X	https://doaj.org/toc/2236-479X	Q50810965
2236-6040	https://doaj.org/toc/2236-6040	Q50810964
2236-6407	https://doaj.org/toc/2236-6407	Q50816348
2236-6695	https://doaj.org/toc/2236-6695	Q50816347
2236-7527	https://doaj.org/toc/2236-7527	Q50810963
2236-7632	https://doaj.org/toc/2236-7632	Q50816346
2236-885X	https://doaj.org/toc/2236-885X	Q50810962
