journal,issn
http://www.wikidata.org/entity/Q15716460,1467-856X
http://www.wikidata.org/entity/Q15716566,1468-2702
http://www.wikidata.org/entity/Q15716566,1468-2710
http://www.wikidata.org/entity/Q15716611,1470-3629
http://www.wikidata.org/entity/Q15716651,1469-8749
http://www.wikidata.org/entity/Q15734649,1468-2265
http://www.wikidata.org/entity/Q15734670,1468-2885
http://www.wikidata.org/entity/Q15745160,1470-5648
http://www.wikidata.org/entity/Q15745406,1471-5031
http://www.wikidata.org/entity/Q15745410,1471-5317
http://www.wikidata.org/entity/Q15746364,1469-7823
http://www.wikidata.org/entity/Q15746702,1471-6860
http://www.wikidata.org/entity/Q15749567,1469-5820
http://www.wikidata.org/entity/Q15749683,1467-9965
http://www.wikidata.org/entity/Q15750537,1471-0153
http://www.wikidata.org/entity/Q15750787,1470-126X
http://www.wikidata.org/entity/Q15750891,1471-2369
http://www.wikidata.org/entity/Q15750893,1471-2393
http://www.wikidata.org/entity/Q15751043,1472-3085
http://www.wikidata.org/entity/Q15751172,1470-109X
http://www.wikidata.org/entity/Q15752281,1470-1243
http://www.wikidata.org/entity/Q15752360,1469-9885
http://www.wikidata.org/entity/Q15752374,1469-8668
http://www.wikidata.org/entity/Q15752477,1471-7646
http://www.wikidata.org/entity/Q15752599,1469-2953
http://www.wikidata.org/entity/Q15752666,1469-8390
http://www.wikidata.org/entity/Q15752928,1468-5248
http://www.wikidata.org/entity/Q15753088,1466-6642
http://www.wikidata.org/entity/Q15753938,1467-1255
http://www.wikidata.org/entity/Q15754031,1467-5986
http://www.wikidata.org/entity/Q15754031,1469-8439
http://www.wikidata.org/entity/Q15754563,1469-4891
http://www.wikidata.org/entity/Q15754659,1471-2253
http://www.wikidata.org/entity/Q15754696,1468-2419
http://www.wikidata.org/entity/Q15755450,1470-1138
http://www.wikidata.org/entity/Q15755469,1471-2466
http://www.wikidata.org/entity/Q15755965,1472-6882
http://www.wikidata.org/entity/Q15756762,1469-1760
http://www.wikidata.org/entity/Q15756809,1472-8923
http://www.wikidata.org/entity/Q15756960,1469-834X
http://www.wikidata.org/entity/Q15757088,1473-2262
http://www.wikidata.org/entity/Q15757403,1471-6852
http://www.wikidata.org/entity/Q15757448,1467-3657
http://www.wikidata.org/entity/Q15757783,1467-9620
http://www.wikidata.org/entity/Q15757844,1472-9792
http://www.wikidata.org/entity/Q15757860,1473-2130
http://www.wikidata.org/entity/Q15757860,1473-2165
http://www.wikidata.org/entity/Q15758038,1468-0467
http://www.wikidata.org/entity/Q15758255,1466-6049
http://www.wikidata.org/entity/Q15758612,1467-9256
http://www.wikidata.org/entity/Q15758673,1468-0394
http://www.wikidata.org/entity/Q15759262,1468-0386
http://www.wikidata.org/entity/Q15759308,1468-263X
http://www.wikidata.org/entity/Q15759355,1473-348X
http://www.wikidata.org/entity/Q15759677,1472-7234
http://www.wikidata.org/entity/Q15759716,1467-940X
http://www.wikidata.org/entity/Q15759816,1472-3417
http://www.wikidata.org/entity/Q15759918,1471-2350
http://www.wikidata.org/entity/Q15759919,1471-2334
http://www.wikidata.org/entity/Q15759977,1467-2987
http://www.wikidata.org/entity/Q15759977,1467-2995
http://www.wikidata.org/entity/Q15760364,1472-8206
http://www.wikidata.org/entity/Q15760561,1469-9257
http://www.wikidata.org/entity/Q15760615,1468-2869
http://www.wikidata.org/entity/Q15760692,1468-2451
http://www.wikidata.org/entity/Q15760872,1468-3083
http://www.wikidata.org/entity/Q15761260,1468-0343
http://www.wikidata.org/entity/Q15761431,1472-5347
http://www.wikidata.org/entity/Q15761681,1469-4999
http://www.wikidata.org/entity/Q15761962,1469-8366
http://www.wikidata.org/entity/Q15762138,1473-3145
http://www.wikidata.org/entity/Q15762310,1471-4825
http://www.wikidata.org/entity/Q15762732,1468-8417
http://www.wikidata.org/entity/Q15762975,1469-8072
http://www.wikidata.org/entity/Q15763036,1466-7657
http://www.wikidata.org/entity/Q15763187,1467-4866
http://www.wikidata.org/entity/Q15763306,1468-4497
http://www.wikidata.org/entity/Q15763447,1469-9583
http://www.wikidata.org/entity/Q15763454,1469-9559
http://www.wikidata.org/entity/Q15763864,1468-0270
http://www.wikidata.org/entity/Q15763987,1469-9486
http://www.wikidata.org/entity/Q15763996,1471-5449
http://www.wikidata.org/entity/Q15764258,1469-0764
http://www.wikidata.org/entity/Q15765452,1471-2318
http://www.wikidata.org/entity/Q15765546,1468-2753
http://www.wikidata.org/entity/Q15765563,1467-2006
http://www.wikidata.org/entity/Q15766108,1469-7785
http://www.wikidata.org/entity/Q15766294,1469-7599
http://www.wikidata.org/entity/Q15766477,1471-2202
http://www.wikidata.org/entity/Q15766948,1469-2961
http://www.wikidata.org/entity/Q15766998,1472-6793
http://www.wikidata.org/entity/Q15767233,1471-2210
http://www.wikidata.org/entity/Q15767300,1471-5732
http://www.wikidata.org/entity/Q15767434,1470-1286
http://www.wikidata.org/entity/Q15767441,1469-9745
http://www.wikidata.org/entity/Q15767640,1468-6066
http://www.wikidata.org/entity/Q15793457,1467-9973
http://www.wikidata.org/entity/Q15801092,1469-512X
http://www.wikidata.org/entity/Q15708858,1386-4416
http://www.wikidata.org/entity/Q15716263,1433-7347
http://www.wikidata.org/entity/Q15716681,1398-5647
http://www.wikidata.org/entity/Q15716681,1399-5618
http://www.wikidata.org/entity/Q15724313,1433-1489
http://www.wikidata.org/entity/Q15724357,1436-5812
http://www.wikidata.org/entity/Q15724538,1432-7880
http://www.wikidata.org/entity/Q15745527,1383-7133
http://www.wikidata.org/entity/Q15746437,1439-4421
http://www.wikidata.org/entity/Q15749336,1439-085X
http://www.wikidata.org/entity/Q15749356,1406-2933
http://www.wikidata.org/entity/Q15749583,1430-144X
http://www.wikidata.org/entity/Q15749780,1385-2353
http://www.wikidata.org/entity/Q15750280,1391-8443
http://www.wikidata.org/entity/Q15750290,1432-847X
http://www.wikidata.org/entity/Q15750292,1435-8921
http://www.wikidata.org/entity/Q15750323,1438-1680
http://www.wikidata.org/entity/Q15750357,1385-2140
http://www.wikidata.org/entity/Q15750498,1393-8592
http://www.wikidata.org/entity/Q15751089,1389-4986
http://www.wikidata.org/entity/Q15751761,1402-9871
http://www.wikidata.org/entity/Q15752385,1435-0211
http://www.wikidata.org/entity/Q15752443,1432-0991
http://www.wikidata.org/entity/Q15752981,1427-549X
http://www.wikidata.org/entity/Q15753030,1388-3186
http://www.wikidata.org/entity/Q15753655,1391-5894
http://www.wikidata.org/entity/Q15753947,1382-6980
http://www.wikidata.org/entity/Q15754169,1420-0007
http://www.wikidata.org/entity/Q15754412,1384-5845
http://www.wikidata.org/entity/Q15754480,1432-9840
http://www.wikidata.org/entity/Q15754480,1435-0629
http://www.wikidata.org/entity/Q15754515,1433-8319
http://www.wikidata.org/entity/Q15754589,1382-4996
http://www.wikidata.org/entity/Q15754845,1382-3469
http://www.wikidata.org/entity/Q15754898,1408-0419
http://www.wikidata.org/entity/Q15755116,1423-0062
http://www.wikidata.org/entity/Q15755220,1405-7425
http://www.wikidata.org/entity/Q15755318,1405-2687
http://www.wikidata.org/entity/Q15755774,1438-793X
http://www.wikidata.org/entity/Q15755774,1438-7948
http://www.wikidata.org/entity/Q15756055,1384-6930
http://www.wikidata.org/entity/Q15756639,1430-2772
http://www.wikidata.org/entity/Q15757060,1430-1938
http://www.wikidata.org/entity/Q15757327,1434-1832
http://www.wikidata.org/entity/Q15758064,1394-6234
http://www.wikidata.org/entity/Q15758066,1439-0574
http://www.wikidata.org/entity/Q15758148,1437-7772
http://www.wikidata.org/entity/Q15758189,1432-1262
http://www.wikidata.org/entity/Q15758601,1404-6091
http://www.wikidata.org/entity/Q15758753,1424-8832
http://www.wikidata.org/entity/Q15758753,1424-8840
http://www.wikidata.org/entity/Q15758948,1425-3305
http://www.wikidata.org/entity/Q15759092,1423-0267
http://www.wikidata.org/entity/Q15759314,1381-6268
http://www.wikidata.org/entity/Q15759461,1432-0487
http://www.wikidata.org/entity/Q15759512,1434-6087
http://www.wikidata.org/entity/Q15760033,1383-5866
http://www.wikidata.org/entity/Q15760571,1413-6090
http://www.wikidata.org/entity/Q15760646,1430-9017
http://www.wikidata.org/entity/Q15760944,1420-9055
http://www.wikidata.org/entity/Q15761030,1387-3954
http://www.wikidata.org/entity/Q15761057,1432-1815
http://www.wikidata.org/entity/Q15761264,1403-6096
http://www.wikidata.org/entity/Q15761540,1433-0237
http://www.wikidata.org/entity/Q15761837,1439-0108
http://www.wikidata.org/entity/Q15761872,1389-5265
http://www.wikidata.org/entity/Q15762021,1385-1101
http://www.wikidata.org/entity/Q15762362,1434-8411
http://www.wikidata.org/entity/Q15762506,1382-3019
http://www.wikidata.org/entity/Q15762905,1393-3612
http://www.wikidata.org/entity/Q15762905,1393-726X
http://www.wikidata.org/entity/Q15763238,1435-2249
http://www.wikidata.org/entity/Q15763258,1439-1899
http://www.wikidata.org/entity/Q15763287,1439-7803
http://www.wikidata.org/entity/Q15764043,1423-0208
http://www.wikidata.org/entity/Q15764123,1385-514X
http://www.wikidata.org/entity/Q15764246,1402-5728
http://www.wikidata.org/entity/Q15764682,1387-6996
http://www.wikidata.org/entity/Q15764748,1389-2576
http://www.wikidata.org/entity/Q15764803,1401-2189
http://www.wikidata.org/entity/Q15764949,1400-6529
http://www.wikidata.org/entity/Q15764985,1432-220X
http://www.wikidata.org/entity/Q15765075,1432-1750
http://www.wikidata.org/entity/Q15765119,1440-0405
http://www.wikidata.org/entity/Q15765171,1422-4917
http://www.wikidata.org/entity/Q15765784,1420-4096
http://www.wikidata.org/entity/Q15765784,1423-0143
http://www.wikidata.org/entity/Q15765884,1422-6375
http://www.wikidata.org/entity/Q15765929,1420-2530
http://www.wikidata.org/entity/Q15766118,1409-9721
http://www.wikidata.org/entity/Q15766140,1432-1246
http://www.wikidata.org/entity/Q15766256,1432-0770
http://www.wikidata.org/entity/Q15766289,1422-2795
http://www.wikidata.org/entity/Q15766705,1431-7737
http://www.wikidata.org/entity/Q15766894,1432-1386
http://www.wikidata.org/entity/Q15766938,1439-0876
http://www.wikidata.org/entity/Q15767204,1399-560X
http://www.wikidata.org/entity/Q15767440,1387-1579
http://www.wikidata.org/entity/Q15767634,1432-2153
http://www.wikidata.org/entity/Q15767651,1439-3999
http://www.wikidata.org/entity/Q15708804,1460-3713
http://www.wikidata.org/entity/Q15710118,1460-4582
http://www.wikidata.org/entity/Q15716280,1464-9373
http://www.wikidata.org/entity/Q15724523,1460-2369
http://www.wikidata.org/entity/Q15745506,1466-0466
http://www.wikidata.org/entity/Q15745506,1466-0474
http://www.wikidata.org/entity/Q15746590,1465-3648
http://www.wikidata.org/entity/Q15749165,1444-0903
http://www.wikidata.org/entity/Q15749165,1445-5994
http://www.wikidata.org/entity/Q15749294,1466-2043
http://www.wikidata.org/entity/Q15749726,1441-7847
http://www.wikidata.org/entity/Q15749735,1466-4615
http://www.wikidata.org/entity/Q15749752,1443-430X
http://www.wikidata.org/entity/Q15749784,1447-9591
http://www.wikidata.org/entity/Q15749840,1463-6646
http://www.wikidata.org/entity/Q15750101,1440-1797
http://www.wikidata.org/entity/Q15750707,1466-4496
http://www.wikidata.org/entity/Q15750837,1464-066X
http://www.wikidata.org/entity/Q15750871,1440-1800
http://www.wikidata.org/entity/Q15750874,1441-0745
http://www.wikidata.org/entity/Q15750874,1442-2018
http://www.wikidata.org/entity/Q15751269,1449-6127
http://www.wikidata.org/entity/Q15751798,1443-1483
http://www.wikidata.org/entity/Q15751982,1464-780X
http://www.wikidata.org/entity/Q15752380,1446-6236
http://www.wikidata.org/entity/Q15752447,1462-2912
http://www.wikidata.org/entity/Q15752447,1462-2920
http://www.wikidata.org/entity/Q15752535,1448-6563
http://www.wikidata.org/entity/Q15752584,1460-6690
http://www.wikidata.org/entity/Q15752599,1463-1369
http://www.wikidata.org/entity/Q15753119,1446-9219
http://www.wikidata.org/entity/Q15753385,1464-3294
http://www.wikidata.org/entity/Q15753472,1449-9045
http://www.wikidata.org/entity/Q15753748,1466-4445
http://www.wikidata.org/entity/Q15753836,1447-4646
http://www.wikidata.org/entity/Q15753845,1445-8330
http://www.wikidata.org/entity/Q15753845,1447-0349
http://www.wikidata.org/entity/Q15753944,1440-9917
http://www.wikidata.org/entity/Q15754399,1464-3693
http://www.wikidata.org/entity/Q15754781,1450-1104
http://www.wikidata.org/entity/Q15755371,1450-2887
http://www.wikidata.org/entity/Q15755897,1440-1630
http://www.wikidata.org/entity/Q15756029,1447-1825
http://www.wikidata.org/entity/Q15756699,1466-4399
http://www.wikidata.org/entity/Q15756780,1447-0810
http://www.wikidata.org/entity/Q15757281,1460-2687
http://www.wikidata.org/entity/Q15757502,1464-5343
http://www.wikidata.org/entity/Q15757513,1440-5113
http://www.wikidata.org/entity/Q15757714,1446-5019
http://www.wikidata.org/entity/Q15758255,1463-0176
http://www.wikidata.org/entity/Q15758530,1442-8172
http://www.wikidata.org/entity/Q15759071,1462-9011
http://www.wikidata.org/entity/Q15759289,1464-1895
http://www.wikidata.org/entity/Q15759289,1464-1909
http://www.wikidata.org/entity/Q15759439,1466-1888
http://www.wikidata.org/entity/Q15759718,1442-1224
http://www.wikidata.org/entity/Q15759718,1448-6679
http://www.wikidata.org/entity/Q15759742,1448-5176
http://www.wikidata.org/entity/Q15759921,1460-728X
http://www.wikidata.org/entity/Q15760162,1465-3362
http://www.wikidata.org/entity/Q15760272,1449-0269
http://www.wikidata.org/entity/Q15760564,1440-1819
http://www.wikidata.org/entity/Q15760856,1464-3790
http://www.wikidata.org/entity/Q15760890,1440-1703
http://www.wikidata.org/entity/Q15760980,1444-2841
http://www.wikidata.org/entity/Q15761139,1447-9125
http://www.wikidata.org/entity/Q15761855,1450-9156
http://www.wikidata.org/entity/Q15762212,1443-0770
http://www.wikidata.org/entity/Q15762689,1440-1266
http://www.wikidata.org/entity/Q15762689,1447-9338
http://www.wikidata.org/entity/Q15763116,1448-9007
http://www.wikidata.org/entity/Q15763255,1460-6720
http://www.wikidata.org/entity/Q15763538,1444-6359
http://www.wikidata.org/entity/Q15763610,1442-4959
http://www.wikidata.org/entity/Q15763794,1462-2041
http://www.wikidata.org/entity/Q15764379,1466-2361
http://www.wikidata.org/entity/Q15764401,1440-1746
http://www.wikidata.org/entity/Q15764690,1440-7027
http://www.wikidata.org/entity/Q15764690,1448-8353
http://www.wikidata.org/entity/Q15764781,1464-5289
http://www.wikidata.org/entity/Q15765071,1441-3582
http://www.wikidata.org/entity/Q15765274,1465-3125
http://www.wikidata.org/entity/Q15765274,1465-3133
http://www.wikidata.org/entity/Q15765377,1454-511X
http://www.wikidata.org/entity/Q15765431,1443-5756
http://www.wikidata.org/entity/Q15765462,1449-8944
http://www.wikidata.org/entity/Q15765500,1446-6120
http://www.wikidata.org/entity/Q15765538,1465-3907
http://www.wikidata.org/entity/Q15765818,1464-5300
http://www.wikidata.org/entity/Q15765933,1459-0255
http://www.wikidata.org/entity/Q15765933,1459-0263
http://www.wikidata.org/entity/Q15766063,1465-6612
http://www.wikidata.org/entity/Q15766170,1460-1060
http://www.wikidata.org/entity/Q15766269,1442-1224
http://www.wikidata.org/entity/Q15766269,1448-6679
http://www.wikidata.org/entity/Q15766602,1452-8258
http://www.wikidata.org/entity/Q15766602,1452-8266
http://www.wikidata.org/entity/Q15766737,1462-1495
http://www.wikidata.org/entity/Q15767019,1442-2042
http://www.wikidata.org/entity/Q15767606,1460-3799
http://www.wikidata.org/entity/Q15708716,1473-5644
http://www.wikidata.org/entity/Q15716587,1478-0852
http://www.wikidata.org/entity/Q15716664,1479-5876
http://www.wikidata.org/entity/Q15716682,1476-8305
http://www.wikidata.org/entity/Q15716773,1520-6394
http://www.wikidata.org/entity/Q15724585,1476-4598
http://www.wikidata.org/entity/Q15746441,1477-7517
http://www.wikidata.org/entity/Q15746597,1479-0718
http://www.wikidata.org/entity/Q15749102,1515-3142
http://www.wikidata.org/entity/Q15749134,1492-6156
http://www.wikidata.org/entity/Q15749378,1488-3473
http://www.wikidata.org/entity/Q15749465,1478-9450
http://www.wikidata.org/entity/Q15749868,1478-0887
http://www.wikidata.org/entity/Q15749868,1478-0895
http://www.wikidata.org/entity/Q15750056,1520-7552
http://www.wikidata.org/entity/Q15750296,1476-8364
http://www.wikidata.org/entity/Q15750403,1477-2264
http://www.wikidata.org/entity/Q15750521,1496-2551
http://www.wikidata.org/entity/Q15750521,1496-256X
http://www.wikidata.org/entity/Q15751131,1520-6564
http://www.wikidata.org/entity/Q15751205,1475-2891
http://www.wikidata.org/entity/Q15751387,1479-5760
http://www.wikidata.org/entity/Q15751489,1477-9714
http://www.wikidata.org/entity/Q15751637,1478-7083
http://www.wikidata.org/entity/Q15752473,1479-666X
http://www.wikidata.org/entity/Q15752644,1477-7835
http://www.wikidata.org/entity/Q15752660,1475-6811
http://www.wikidata.org/entity/Q15753039,1509-572X
http://www.wikidata.org/entity/Q15753517,1481-868X
http://www.wikidata.org/entity/Q15754011,1475-1283
http://www.wikidata.org/entity/Q15754565,1502-5292
http://www.wikidata.org/entity/Q15754585,1511-6433
http://www.wikidata.org/entity/Q15754888,1478-0038
http://www.wikidata.org/entity/Q15754888,1478-0046
http://www.wikidata.org/entity/Q15755533,1479-1846
http://www.wikidata.org/entity/Q15755778,1474-0699
http://www.wikidata.org/entity/Q15755992,1478-1581
http://www.wikidata.org/entity/Q15756133,1474-5151
http://www.wikidata.org/entity/Q15756219,1477-7622
http://www.wikidata.org/entity/Q15756305,1473-7159
http://www.wikidata.org/entity/Q15756339,1476-0584
http://www.wikidata.org/entity/Q15756402,1477-3880
http://www.wikidata.org/entity/Q15756577,1477-4623
http://www.wikidata.org/entity/Q15756617,1476-6086
http://www.wikidata.org/entity/Q15756630,1505-4683
http://www.wikidata.org/entity/Q15756630,1509-3727
http://www.wikidata.org/entity/Q15757305,1499-4046
http://www.wikidata.org/entity/Q15757358,1476-5284
http://www.wikidata.org/entity/Q15757358,1476-5292
http://www.wikidata.org/entity/Q15757698,1477-2817
http://www.wikidata.org/entity/Q15757755,1477-7525
http://www.wikidata.org/entity/Q15757753,1477-9730
http://www.wikidata.org/entity/Q15758085,1475-262X
http://www.wikidata.org/entity/Q15758085,1475-2638
http://www.wikidata.org/entity/Q15758396,1496-8266
http://www.wikidata.org/entity/Q15758705,1473-6535
http://www.wikidata.org/entity/Q15758835,1502-7570
http://www.wikidata.org/entity/Q15758835,1502-7589
http://www.wikidata.org/entity/Q15759289,1474-7065
http://www.wikidata.org/entity/Q15759417,1479-3105
http://www.wikidata.org/entity/Q15759417,1479-3113
http://www.wikidata.org/entity/Q15759603,1478-9698
http://www.wikidata.org/entity/Q15760284,1478-2391
http://www.wikidata.org/entity/Q15760305,1478-9299
http://www.wikidata.org/entity/Q15760305,1478-9302
http://www.wikidata.org/entity/Q15760340,1478-9949
http://www.wikidata.org/entity/Q15760340,1478-9957
http://www.wikidata.org/entity/Q15760623,1479-6708
http://www.wikidata.org/entity/Q15760691,1478-9647
http://www.wikidata.org/entity/Q15760691,1478-9655
http://www.wikidata.org/entity/Q15760776,1477-4666
http://www.wikidata.org/entity/Q15760817,1478-8551
http://www.wikidata.org/entity/Q15761106,1474-225X
http://www.wikidata.org/entity/Q15762049,1476-1297
http://www.wikidata.org/entity/Q15762192,1477-7487
http://www.wikidata.org/entity/Q15762281,1509-9407
http://www.wikidata.org/entity/Q15762407,1520-0159
http://www.wikidata.org/entity/Q15762543,1478-3363
http://www.wikidata.org/entity/Q15762543,1478-3371
http://www.wikidata.org/entity/Q15762787,1477-2221
http://www.wikidata.org/entity/Q15763806,1475-2670
http://www.wikidata.org/entity/Q15763931,1479-487X
http://www.wikidata.org/entity/Q15763999,1477-6545
http://www.wikidata.org/entity/Q15764751,1513-718X
http://www.wikidata.org/entity/Q15765332,1475-4533
http://www.wikidata.org/entity/Q15765576,1477-9056
http://www.wikidata.org/entity/Q15765911,1502-7724
http://www.wikidata.org/entity/Q15766315,1496-9572
http://www.wikidata.org/entity/Q15766463,1477-5700
http://www.wikidata.org/entity/Q15766551,1477-2744
http://www.wikidata.org/entity/Q15766653,1499-7185
http://www.wikidata.org/entity/Q15766903,1477-5212
http://www.wikidata.org/entity/Q15766943,1476-1645
http://www.wikidata.org/entity/Q15766995,1475-2859
http://www.wikidata.org/entity/Q15767133,1499-8513
http://www.wikidata.org/entity/Q15767370,1479-2494
http://www.wikidata.org/entity/Q15767370,1479-2753
http://www.wikidata.org/entity/Q15767453,1486-3847
http://www.wikidata.org/entity/Q15767633,1475-4835
http://www.wikidata.org/entity/Q15767633,1475-4843
http://www.wikidata.org/entity/Q15708807,1530-888X
http://www.wikidata.org/entity/Q15716301,1532-7795
http://www.wikidata.org/entity/Q15716457,1531-0485
http://www.wikidata.org/entity/Q15724421,1525-8165
http://www.wikidata.org/entity/Q15724521,1532-4095
http://www.wikidata.org/entity/Q15724614,1526-2359
http://www.wikidata.org/entity/Q15745544,1521-0685
http://www.wikidata.org/entity/Q15749263,1532-8384
http://www.wikidata.org/entity/Q15749671,1524-5861
http://www.wikidata.org/entity/Q15750056,1520-7560
http://www.wikidata.org/entity/Q15750233,1527-7941
http://www.wikidata.org/entity/Q15750304,1532-799X
http://www.wikidata.org/entity/Q15750528,1521-6896
http://www.wikidata.org/entity/Q15751552,1525-1446
http://www.wikidata.org/entity/Q15751567,1528-7106
http://www.wikidata.org/entity/Q15751824,1528-9648
http://www.wikidata.org/entity/Q15751824,1529-3505
http://www.wikidata.org/entity/Q15752077,1532-432X
http://www.wikidata.org/entity/Q15752155,1524-0215
http://www.wikidata.org/entity/Q15752285,1522-2322
http://www.wikidata.org/entity/Q15752434,1524-5039
http://www.wikidata.org/entity/Q15752478,1532-7558
http://www.wikidata.org/entity/Q15752761,1521-1886
http://www.wikidata.org/entity/Q15752802,1526-3339
http://www.wikidata.org/entity/Q15753162,1521-4125
http://www.wikidata.org/entity/Q15753298,1532-6942
http://www.wikidata.org/entity/Q15753387,1523-9748
http://www.wikidata.org/entity/Q15753456,1523-536X
http://www.wikidata.org/entity/Q15753457,1533-242X
http://www.wikidata.org/entity/Q15753619,1522-1229
http://www.wikidata.org/entity/Q15753715,1531-2054
http://www.wikidata.org/entity/Q15754096,1523-8504
http://www.wikidata.org/entity/Q15754307,1531-2445
http://www.wikidata.org/entity/Q15754330,1532-5024
http://www.wikidata.org/entity/Q15754330,1532-5032
http://www.wikidata.org/entity/Q15754458,1530-261X
http://www.wikidata.org/entity/Q15754647,1532-2300
http://www.wikidata.org/entity/Q15755195,1532-7930
http://www.wikidata.org/entity/Q15755487,1532-8759
http://www.wikidata.org/entity/Q15755772,1521-9194
http://www.wikidata.org/entity/Q15755772,1524-2269
http://www.wikidata.org/entity/Q15756307,1522-2055
http://www.wikidata.org/entity/Q15756361,1528-4336
http://www.wikidata.org/entity/Q15756697,1527-5299
http://www.wikidata.org/entity/Q15757464,1532-7701
http://www.wikidata.org/entity/Q15757823,1525-4674
http://www.wikidata.org/entity/Q15758058,1532-2521
http://www.wikidata.org/entity/Q15758110,1528-9001
http://www.wikidata.org/entity/Q15758116,1528-8897
http://www.wikidata.org/entity/Q15758511,1532-9496
http://www.wikidata.org/entity/Q15759068,1527-5922
http://www.wikidata.org/entity/Q15759068,1527-5930
http://www.wikidata.org/entity/Q15759233,1521-0723
http://www.wikidata.org/entity/Q15759585,1527-1900
http://www.wikidata.org/entity/Q15759632,1521-4281
http://www.wikidata.org/entity/Q15759963,1528-008X
http://www.wikidata.org/entity/Q15759963,1528-0098
http://www.wikidata.org/entity/Q15760055,1528-056X
http://www.wikidata.org/entity/Q15760057,1528-252X
http://www.wikidata.org/entity/Q15760071,1532-4818
http://www.wikidata.org/entity/Q15760309,1529-9732
http://www.wikidata.org/entity/Q15760309,1529-9740
http://www.wikidata.org/entity/Q15760616,1530-5678
http://www.wikidata.org/entity/Q15760698,1525-6790
http://www.wikidata.org/entity/Q15761004,1532-950X
http://www.wikidata.org/entity/Q15761276,1526-5528
http://www.wikidata.org/entity/Q15761281,1526-7407
http://www.wikidata.org/entity/Q15761685,1521-3668
http://www.wikidata.org/entity/Q15761689,1522-8878
http://www.wikidata.org/entity/Q15761689,1522-9033
http://www.wikidata.org/entity/Q15761775,1521-379X
http://www.wikidata.org/entity/Q15763445,1533-2748
http://www.wikidata.org/entity/Q15763632,1532-7051
http://www.wikidata.org/entity/Q15763783,1532-5946
http://www.wikidata.org/entity/Q15763961,1532-2106
http://www.wikidata.org/entity/Q15764088,1530-7190
http://www.wikidata.org/entity/Q15764332,1528-9796
http://www.wikidata.org/entity/Q15764346,1524-5586
http://www.wikidata.org/entity/Q15764480,1532-3099
http://www.wikidata.org/entity/Q15764740,1532-849X
http://www.wikidata.org/entity/Q15764958,1525-1314
http://www.wikidata.org/entity/Q15765147,1532-2319
http://www.wikidata.org/entity/Q15765199,1520-9245
http://www.wikidata.org/entity/Q15766227,1532-2238
http://www.wikidata.org/entity/Q15766293,1521-3900
http://www.wikidata.org/entity/Q15766426,1527-1935
http://www.wikidata.org/entity/Q15766545,1529-8809
http://www.wikidata.org/entity/Q15766774,1532-3145
http://www.wikidata.org/entity/Q15766810,1527-2346
http://www.wikidata.org/entity/Q15766908,1524-4733
http://www.wikidata.org/entity/Q15767147,1526-8667
http://www.wikidata.org/entity/Q15767175,1524-0754
http://www.wikidata.org/entity/Q15767300,1524-8275
http://www.wikidata.org/entity/Q15767297,1531-0914
http://www.wikidata.org/entity/Q15767297,1532-852X
http://www.wikidata.org/entity/Q15767422,1533-2667
http://www.wikidata.org/entity/Q15767422,1533-2675
http://www.wikidata.org/entity/Q15767678,1530-7026
http://www.wikidata.org/entity/Q15767678,1531-135X
http://www.wikidata.org/entity/Q45128343,1525-8165
http://www.wikidata.org/entity/Q15708858,1573-1820
http://www.wikidata.org/entity/Q15709493,1573-8167
http://www.wikidata.org/entity/Q15716363,1573-1456
http://www.wikidata.org/entity/Q15716496,1572-9125
http://www.wikidata.org/entity/Q15716625,1573-7853
http://www.wikidata.org/entity/Q15724467,1573-3017
http://www.wikidata.org/entity/Q15727059,1573-0514
http://www.wikidata.org/entity/Q15745527,1572-9354
http://www.wikidata.org/entity/Q15746151,1573-3831
http://www.wikidata.org/entity/Q15746603,1575-6866
http://www.wikidata.org/entity/Q15749314,1588-2888
http://www.wikidata.org/entity/Q15749389,1600-0560
http://www.wikidata.org/entity/Q15749472,1573-6555
http://www.wikidata.org/entity/Q15749576,1590-1262
http://www.wikidata.org/entity/Q15749734,1598-1681
http://www.wikidata.org/entity/Q15749757,1572-9850
http://www.wikidata.org/entity/Q15749756,1573-3653
http://www.wikidata.org/entity/Q15749994,1572-9702
http://www.wikidata.org/entity/Q15750150,1600-5503
http://www.wikidata.org/entity/Q15750370,1572-8749
http://www.wikidata.org/entity/Q15750510,1572-9907
http://www.wikidata.org/entity/Q15750936,1601-1538
http://www.wikidata.org/entity/Q15750936,1601-1546
http://www.wikidata.org/entity/Q15751089,1573-6695
http://www.wikidata.org/entity/Q15751816,1573-1863
http://www.wikidata.org/entity/Q15752241,1573-188X
http://www.wikidata.org/entity/Q15752356,1573-8310
http://www.wikidata.org/entity/Q15752476,1576-7329
http://www.wikidata.org/entity/Q15752739,1573-0948
http://www.wikidata.org/entity/Q15753265,1573-1391
http://www.wikidata.org/entity/Q15753431,1573-5192
http://www.wikidata.org/entity/Q15753795,1572-901X
http://www.wikidata.org/entity/Q15753886,1573-4986
http://www.wikidata.org/entity/Q15753990,1573-9090
http://www.wikidata.org/entity/Q15754191,1594-0667
http://www.wikidata.org/entity/Q15754589,1573-1677
http://www.wikidata.org/entity/Q15754606,1573-3955
http://www.wikidata.org/entity/Q15754735,1573-837X
http://www.wikidata.org/entity/Q15754900,1586-3719
http://www.wikidata.org/entity/Q15755113,1573-7330
